Unnamed: 0,label,MainText,Cleaned_Text,Tokens
97,ham,Dude we should go sup again,dude we should go sup again,"['dude', 'we', 'should', 'go', 'sup', 'again']"
98,phishing,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",you are being contacted by our dating service by someone you know to find out who it is call from a land line poboxwtgp,"['you', 'are', 'being', 'contacted', 'by', 'our', 'dating', 'service', 'by', 'someone', 'you', 'know', 'to', 'find', 'out', 'who', 'it', 'is', 'call', 'from', 'a', 'land', 'line', 'poboxwtgp']"
99,ham,Shopping lor. Them raining mah hard 2 leave orchard.,shopping lor them raining mah hard leave orchard,"['shopping', 'lor', 'them', 'raining', 'mah', 'hard', 'leave', 'orchard']"
100,ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,what s up my own oga left my phone at home and just saw ur messages hope you are good have a great weekend,"['what', 's', 'up', 'my', 'own', 'oga', 'left', 'my', 'phone', 'at', 'home', 'and', 'just', 'saw', 'ur', 'messages', 'hope', 'you', 'are', 'good', 'have', 'a', 'great', 'weekend']"
101,ham,Need a coffee run tomo?Can't believe it's that time of week already,need a coffee run tomo can t believe it s that time of week already,"['need', 'a', 'coffee', 'run', 'tomo', 'can', 't', 'believe', 'it', 's', 'that', 'time', 'of', 'week', 'already']"
102,ham,Oooh bed ridden ey? What are YOU thinking of?,oooh bed ridden ey what are you thinking of,"['oooh', 'bed', 'ridden', 'ey', 'what', 'are', 'you', 'thinking', 'of']"
103,ham,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema.,ok not a problem will get them a taxi c ing tomorrow and tuesday on tuesday think we r all going to the cinema,"['ok', 'not', 'a', 'problem', 'will', 'get', 'them', 'a', 'taxi', 'c', 'ing', 'tomorrow', 'and', 'tuesday', 'on', 'tuesday', 'think', 'we', 'r', 'all', 'going', 'to', 'the', 'cinema']"
104,ham,Ok... C ya...,ok c ya,"['ok', 'c', 'ya']"
105,ham,Are you this much buzy�.I don�t think so,are you this much buzy i don t think so,"['are', 'you', 'this', 'much', 'buzy', 'i', 'don', 't', 'think', 'so']"
106,phishing,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800,asked mobile if chatlines inclu in free mins india cust servs sed yes ler got mega bill dont giv a shit bailiff due in days i o want,"['asked', 'mobile', 'if', 'chatlines', 'inclu', 'in', 'free', 'mins', 'india', 'cust', 'servs', 'sed', 'yes', 'ler', 'got', 'mega', 'bill', 'dont', 'giv', 'a', 'shit', 'bailiff', 'due', 'in', 'days', 'i', 'o', 'want']"
107,ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,please give it or i will pick it up on tuesday evening about if that is ok,"['please', 'give', 'it', 'or', 'i', 'will', 'pick', 'it', 'up', 'on', 'tuesday', 'evening', 'about', 'if', 'that', 'is', 'ok']"
108,ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,i was up all night too worrying about this appt it s a shame we missed a girls night out with quizzes popcorn and you doing my hair,"['i', 'was', 'up', 'all', 'night', 'too', 'worrying', 'about', 'this', 'appt', 'it', 's', 'a', 'shame', 'we', 'missed', 'a', 'girls', 'night', 'out', 'with', 'quizzes', 'popcorn', 'and', 'you', 'doing', 'my', 'hair']"
109,ham,Ha ha ha good joke. Girls are situation seekers.,ha ha ha good joke girls are situation seekers,"['ha', 'ha', 'ha', 'good', 'joke', 'girls', 'are', 'situation', 'seekers']"
110,ham,"Sir, i am waiting for your call.",sir i am waiting for your call,"['sir', 'i', 'am', 'waiting', 'for', 'your', 'call']"
111,ham,Yay! You better not have told that to 5 other girls either.,yay you better not have told that to other girls either,"['yay', 'you', 'better', 'not', 'have', 'told', 'that', 'to', 'other', 'girls', 'either']"
112,ham,But i'll b going 2 sch on mon. My sis need 2 take smth.,but i ll b going sch on mon my sis need take smth,"['but', 'i', 'll', 'b', 'going', 'sch', 'on', 'mon', 'my', 'sis', 'need', 'take', 'smth']"
113,ham,Yo theres no class tmrw right?,yo theres no class tmrw right,"['yo', 'theres', 'no', 'class', 'tmrw', 'right']"
114,ham,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",my painful personal thought i always try to keep everybody happy all the time but nobody recognises me when i am alone,"['my', 'painful', 'personal', 'thought', 'i', 'always', 'try', 'to', 'keep', 'everybody', 'happy', 'all', 'the', 'time', 'but', 'nobody', 'recognises', 'me', 'when', 'i', 'am', 'alone']"
115,phishing,RCT' THNQ Adrian for U text. Rgds Vatian,rct thnq adrian for u text rgds vatian,"['rct', 'thnq', 'adrian', 'for', 'u', 'text', 'rgds', 'vatian']"
116,ham,Not sure I have the stomach for it ...,not sure i have the stomach for it,"['not', 'sure', 'i', 'have', 'the', 'stomach', 'for', 'it']"
117,phishing,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101359 NOW! Only 10p per min. BT-national-rate",this is the nd time we have tried contact u u have won the pound prize claim is easy call now only p per min bt national rate,"['this', 'is', 'the', 'nd', 'time', 'we', 'have', 'tried', 'contact', 'u', 'u', 'have', 'won', 'the', 'pound', 'prize', 'claim', 'is', 'easy', 'call', 'now', 'only', 'p', 'per', 'min', 'bt', 'national', 'rate']"
118,phishing,	Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186,enjoy the jamster videosound gold club with your credits for new videosounds logos musicnews get more fun from jamster co uk only help call,"['enjoy', 'the', 'jamster', 'videosound', 'gold', 'club', 'with', 'your', 'credits', 'for', 'new', 'videosounds', 'logos', 'musicnews', 'get', 'more', 'fun', 'from', 'jamster', 'co', 'uk', 'only', 'help', 'call']"
119,ham,I'll let you know when it kicks in,i ll let you know when it kicks in,"['i', 'll', 'let', 'you', 'know', 'when', 'it', 'kicks', 'in']"
120,ham,"Yup, no need. I'll jus wait 4 e rain 2 stop.",yup no need i ll jus wait e rain stop,"['yup', 'no', 'need', 'i', 'll', 'jus', 'wait', 'e', 'rain', 'stop']"
121,phishing,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),ever thought about living a good life with a perfect partner just txt back name and age to join the mobile community p sms,"['ever', 'thought', 'about', 'living', 'a', 'good', 'life', 'with', 'a', 'perfect', 'partner', 'just', 'txt', 'back', 'name', 'and', 'age', 'to', 'join', 'the', 'mobile', 'community', 'p', 'sms']"
122,phishing,Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-6200992462 immediately. your account will Block within 24 hr. Thank you PAYTM TEAM.,dear paytm customer your paytm kyc has expired contact customer care no immediately your account will block within hr thank you paytm team,"['dear', 'paytm', 'customer', 'your', 'paytm', 'kyc', 'has', 'expired', 'contact', 'customer', 'care', 'no', 'immediately', 'your', 'account', 'will', 'block', 'within', 'hr', 'thank', 'you', 'paytm', 'team']"
123,phishing,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G.",a networks allow companies to bill for sms so they are responsible for their suppliers just as a shop has to give a guarantee on what they sell b g,"['a', 'networks', 'allow', 'companies', 'to', 'bill', 'for', 'sms', 'so', 'they', 'are', 'responsible', 'for', 'their', 'suppliers', 'just', 'as', 'a', 'shop', 'has', 'to', 'give', 'a', 'guarantee', 'on', 'what', 'they', 'sell', 'b', 'g']"
124,ham,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,not planned yet going to join company on jan only don know what will happen after that,"['not', 'planned', 'yet', 'going', 'to', 'join', 'company', 'on', 'jan', 'only', 'don', 'know', 'what', 'will', 'happen', 'after', 'that']"
125,ham,"Arms fine, how's Cardiff and uni? ",arms fine how s cardiff and uni,"['arms', 'fine', 'how', 's', 'cardiff', 'and', 'uni']"
126,phishing,oor Step Service for Passport Assistance/PAN Card/Income Tax Return/VAT Return/Service Tax Return Contact M/s ONS 9650669988 Jwala Heri Mkt Paschim Viha,oor step service for passport assistance pan card income tax return vat return service tax return contact m s ons jwala heri mkt paschim viha,"['oor', 'step', 'service', 'for', 'passport', 'assistance', 'pan', 'card', 'income', 'tax', 'return', 'vat', 'return', 'service', 'tax', 'return', 'contact', 'm', 's', 'ons', 'jwala', 'heri', 'mkt', 'paschim', 'viha']"
127,ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),i m really sorry i won t b able do this friday hope u can find an alternative hope yr term s going ok,"['i', 'm', 'really', 'sorry', 'i', 'won', 't', 'b', 'able', 'do', 'this', 'friday', 'hope', 'u', 'can', 'find', 'an', 'alternative', 'hope', 'yr', 'term', 's', 'going', 'ok']"
128,ham,Ok then i will come to ur home after half an hour,ok then i will come to ur home after half an hour,"['ok', 'then', 'i', 'will', 'come', 'to', 'ur', 'home', 'after', 'half', 'an', 'hour']"
129,ham,ITS A LAPTOP TAKE IT WITH YOU.,its a laptop take it with you,"['its', 'a', 'laptop', 'take', 'it', 'with', 'you']"
130,ham,S.i think he is waste for rr..,s i think he is waste for rr,"['s', 'i', 'think', 'he', 'is', 'waste', 'for', 'rr']"
131,ham,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,anyway seriously hit me up when you re back because otherwise i have to light up with armand and he always has shit and or is vomiting,"['anyway', 'seriously', 'hit', 'me', 'up', 'when', 'you', 're', 'back', 'because', 'otherwise', 'i', 'have', 'to', 'light', 'up', 'with', 'armand', 'and', 'he', 'always', 'has', 'shit', 'and', 'or', 'is', 'vomiting']"
132,phishing,PL: Battle Royale! Gilchrist Vs Warne today at 8PM. Click http://ipl.onmix.mobi/?src=504 for IPL on mobile. To stop MIX alerts click http://onmix.mobi/alert,pl battle royale gilchrist vs warne today at pm click for ipl on mobile to stop mix alerts click,"['pl', 'battle', 'royale', 'gilchrist', 'vs', 'warne', 'today', 'at', 'pm', 'click', 'for', 'ipl', 'on', 'mobile', 'to', 'stop', 'mix', 'alerts', 'click']"
133,ham,Dun need to use dial up juz open da browser n surf...,dun need to use dial up juz open da browser n surf,"['dun', 'need', 'to', 'use', 'dial', 'up', 'juz', 'open', 'da', 'browser', 'n', 'surf']"
134,ham,You call him and tell now infront of them. Call him now.,you call him and tell now infront of them call him now,"['you', 'call', 'him', 'and', 'tell', 'now', 'infront', 'of', 'them', 'call', 'him', 'now']"
135,ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",new theory argument wins d situation but loses the person so dont argue with ur friends just kick them amp say i m always correct,"['new', 'theory', 'argument', 'wins', 'd', 'situation', 'but', 'loses', 'the', 'person', 'so', 'dont', 'argue', 'with', 'ur', 'friends', 'just', 'kick', 'them', 'amp', 'say', 'i', 'm', 'always', 'correct']"
136,ham,"I noe la... U wana pei bf oso rite... K lor, other days den...",i noe la u wana pei bf oso rite k lor other days den,"['i', 'noe', 'la', 'u', 'wana', 'pei', 'bf', 'oso', 'rite', 'k', 'lor', 'other', 'days', 'den']"
137,ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck?,hey you gave them your photo when you registered for driving ah tmr wanna meet at yck,"['hey', 'you', 'gave', 'them', 'your', 'photo', 'when', 'you', 'registered', 'for', 'driving', 'ah', 'tmr', 'wan', 'na', 'meet', 'at', 'yck']"
138,ham,And by when you're done I mean now,and by when you re done i mean now,"['and', 'by', 'when', 'you', 're', 'done', 'i', 'mean', 'now']"
139,ham,I dont want to hear anything,i dont want to hear anything,"['i', 'dont', 'want', 'to', 'hear', 'anything']"
140,ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,kind of took it to garage centre part of exhaust needs replacing part ordered n taking it to be fixed tomo morning,"['kind', 'of', 'took', 'it', 'to', 'garage', 'centre', 'part', 'of', 'exhaust', 'needs', 'replacing', 'part', 'ordered', 'n', 'taking', 'it', 'to', 'be', 'fixed', 'tomo', 'morning']"
141,phishing,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",freemsg hey u i just got of these video pic fones reply wild to this txt ill send u my pics hurry up im so bored at work xxx p rcvd stopstop,"['freemsg', 'hey', 'u', 'i', 'just', 'got', 'of', 'these', 'video', 'pic', 'fones', 'reply', 'wild', 'to', 'this', 'txt', 'ill', 'send', 'u', 'my', 'pics', 'hurry', 'up', 'im', 'so', 'bored', 'at', 'work', 'xxx', 'p', 'rcvd', 'stopstop']"
142,ham,"[…] anyway, many good evenings to u! s",anyway many good evenings to u s,"['anyway', 'many', 'good', 'evenings', 'to', 'u', 's']"
143,ham,EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.,ey calm downon theacusations itxt u cos iwana know wotu r doin at thew end haventcn u in ages ring me if ur up nething sat love j xxx,"['ey', 'calm', 'downon', 'theacusations', 'itxt', 'u', 'cos', 'iwana', 'know', 'wotu', 'r', 'doin', 'at', 'thew', 'end', 'haventcn', 'u', 'in', 'ages', 'ring', 'me', 'if', 'ur', 'up', 'nething', 'sat', 'love', 'j', 'xxx']"
144,ham,Ü takin linear algebra today?,ü takin linear algebra today,"['ü', 'takin', 'linear', 'algebra', 'today']"
145,ham,"Jan is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",jan is fast approaching so wish u a very happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendship mother father teachers childrens day amp happy birthday u happy ganesh festival happy dasara happy diwali happy christmas lt gt good mornings afternoons evenings nights rememberi am the first to wishing u all these your s raj,"['jan', 'is', 'fast', 'approaching', 'so', 'wish', 'u', 'a', 'very', 'happy', 'new', 'year', 'happy', 'sankranti', 'happy', 'republic', 'day', 'happy', 'valentines', 'day', 'happy', 'shivratri', 'happy', 'ugadi', 'happy', 'fools', 'day', 'happy', 'may', 'day', 'happy', 'independence', 'day', 'happy', 'friendship', 'mother', 'father', 'teachers', 'childrens', 'day', 'amp', 'happy', 'birthday', 'u', 'happy', 'ganesh', 'festival', 'happy', 'dasara', 'happy', 'diwali', 'happy', 'christmas', 'lt', 'gt', 'good', 'mornings', 'afternoons', 'evenings', 'nights', 'rememberi', 'am', 'the', 'first', 'to', 'wishing', 'u', 'all', 'these', 'your', 's', 'raj']"
